Reporting Area,"Varicella (chickenpox), Cum 2017","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2014","Varicella (chickenpox), Cum 2013",Avg,n,%,CI,"Population estimates, July 1, 2018,  (V2018)","Population estimates base, April 1, 2010,  (V2018)","Population, percent change - April 1, 2010 (estimates base) to July 1, 2018,  (V2018)","Population, Census, April 1, 2010","Persons under 5 years, percent","Persons under 18 years, percent","Persons 65 years and over, percent","Female persons, percent","White alone, percent","Black or African American alone, percent","American Indian and Alaska Native alone, percent","Asian alone, percent","Native Hawaiian and Other Pacific Islander alone, percent","Two or More Races, percent","Hispanic or Latino, percent","White alone, not Hispanic or Latino, percent","Veterans, 2013-2017","Foreign born persons, percent, 2013-2017","Housing units,  July 1, 2018,  (V2018)","Owner-occupied housing unit rate, 2013-2017","Median value of owner-occupied housing units, 2013-2017","Median selected monthly owner costs -with a mortgage, 2013-2017","Median selected monthly owner costs -without a mortgage, 2013-2017","Median gross rent, 2013-2017","Building permits, 2018","Households, 2013-2017","Persons per household, 2013-2017","Living in same house 1 year ago, percent of persons age 1 year+, 2013-2017","Language other than English spoken at home, percent of persons age 5 years+, 2013-2017","Households with a computer, percent, 2013-2017","Households with a broadband Internet subscription, percent, 2013-2017","High school graduate or higher, percent of persons age 25 years+, 2013-2017","Bachelor's degree or higher, percent of persons age 25 years+, 2013-2017","With a disability, under age 65 years, percent, 2013-2017","Persons  without health insurance, under age 65 years, percent","In civilian labor force, total, percent of population age 16 years+, 2013-2017","In civilian labor force, female, percent of population age 16 years+, 2013-2017","Total accommodation and food services sales, 2012 ($1,000)","Total health care and social assistance receipts/revenue, 2012 ($1,000)","Total merchant wholesaler sales, 2012 ($1,000)","Total retail sales, 2012 ($1,000)","Total retail sales per capita, 2012","Mean travel time to work (minutes), workers age 16 years+, 2013-2017","Median household income (in 2017 dollars), 2013-2017","Per capita income in past 12 months (in 2017 dollars), 2013-2017","Persons in poverty, percent","Total employer establishments, 2016","Total employment, 2016","Total annual payroll, 2016 ($1,000)","Total employment, percent change, 2015-2016","Total nonemployer establishments, 2017","All firms, 2012","Men-owned firms, 2012","Women-owned firms, 2012","Minority-owned firms, 2012","Nonminority-owned firms, 2012","Veteran-owned firms, 2012","Nonveteran-owned firms, 2012","Population per square mile, 2010","Land area in square miles, 2010"
maine,173.0,228.0,206.0,140.0,186.75,-0.12638761078953978,0.5161290322580641,(±3.5),-0.7112922221376053,-0.7131294602950076,0.1952662721893491,-0.7131177134303489,0.030303030303030276,0.018181818181818077,1.0,0.8378378378378386,1.0,0.026881720430107534,0.026490066225165563,0.010869565217391297,0.0,0.02202643171806167,0.0,1.0,-0.743201757533609,0.07874015748031496,-0.7101097835843491,1.4316426449165427,-0.2957900329853698,-0.3701940204064498,-0.029637610925577776,-0.6441291996046336,-0.610518895326805,-0.7349078107971369,-1.4023442160904398,0.6276595744680851,0.0891566265060241,0.5517241379310347,0.660098522167488,0.9142857142857137,0.46846846846846857,0.6708860759493672,0.40476190476190477,0.5828220858895707,0.6315789473684208,-0.6877487946915343,-0.6642483450980274,-0.6476120870469708,-0.6929850696430213,1.0949832538428106,-0.11294896389127869,-0.5104177283848541,-0.16705478742537871,0.3305785123966942,-0.6675511876365428,-0.7266975160950316,-0.6708852038122898,0.7352941176470589,-0.618229551054486,-0.6313377854582893,-0.6231352591016444,-0.6311790320014153,-0.5162732133061737,-0.6959709206944943,-0.6753322591753171,-0.6241798159569555,-0.5875480679165882,-0.4684223054064656
maryland,,,,,,0.9801187093523485,0.403225806451613,(±6),-0.06667475543582925,-0.05742621148617582,0.42603550295857995,-0.05742748494329329,0.39393939393939403,0.3363636363636362,0.4526315789473685,0.9729729729729737,0.48115942028985503,0.8145161290322581,0.019867549668874173,0.16032608695652173,0.009803921568627453,0.07048458149779735,0.18354430379746833,0.4025245441795232,0.006449386465410334,0.5236220472440944,-0.10753238535875462,0.20600192157673186,1.0591686315111384,1.3741298168678238,0.7742126854049498,1.9733937233322767,-0.21961400834667677,-0.07679782912085018,0.6475140533452853,0.6063829787234045,0.37349397590361444,0.7724137931034489,0.9113300492610841,0.6952380952380954,0.8603603603603602,0.11392405063291144,0.22023809523809523,0.8588957055214723,0.8596491228070176,-0.09515349142616696,0.004212396623519323,-0.30818017380416,-0.08750270643984895,-0.5257639265516089,2.257913721562452,2.229037732464908,1.9543345100424396,0.11570247933884292,-0.09534227654131024,-0.08730250705569675,-0.037487433961024975,0.6960784313725491,-0.024394238606625852,-0.03486972042352024,-0.05990226195164825,0.04859182358312881,0.1501168972405156,-0.18350085325646287,0.009180899128920818,-0.03322673543572195,1.5469573980300064,-0.7172143836855591
massachusetts,363.0,288.0,429.0,510.0,397.5,-0.12638761078953978,1.0,(±2),0.05109039247414744,0.05673803879249139,0.4674556213017752,0.056753148689001595,0.1515151515151516,0.11818181818181817,0.5684210526315789,0.9729729729729737,0.8,0.2231182795698925,0.013245033112582783,0.17119565217391303,0.009803921568627453,0.05286343612334802,0.22362869198312235,0.6956521739130437,-0.14685852163291127,0.5748031496062992,0.05299303274120651,-0.8310786904800304,1.7110827059387037,1.8065585068453656,1.8646530873837524,1.255266161969864,-0.26453304302976965,0.08686568641284705,-0.2568351831704771,0.6808510638297882,0.4963855421686748,0.6827586206896559,0.9211822660098528,0.7428571428571429,1.0,0.17721518987341778,0.0,0.8466257668711656,0.8421052631578947,0.21251330937839819,0.5026573453732993,0.1406508936370016,0.09500594576685666,-0.02117264996555057,1.3521908979059702,1.7265785178976472,2.1490569814890175,0.19834710743801653,0.1348950369598454,0.26368665930276813,0.48379296733507315,0.7843137254901962,0.07346661270035015,0.08021985703484927,0.16987997697236845,0.008269951303914861,-0.22961046991418702,0.3330923119569578,0.15201169757010607,0.07499458734754576,2.493305117751843,-0.7396641594132538
michigan,481.0,531.0,606.0,722.0,585.0,-0.5444011095098087,0.7016129032258069,(±3.6),0.4750194927612641,0.5488481260278568,0.21301775147928997,0.5488331998781025,0.303030303030303,0.2909090909090908,0.6421052631578947,0.7837837837837842,0.7782608695652173,0.3629032258064517,0.026490066225165563,0.07065217391304346,0.0,0.05286343612334802,0.07383966244725737,0.7447405329593269,0.564046695469607,0.19685039370078738,0.6510819076083425,1.195942505812733,-0.8012849035308081,-0.6799064605255001,-0.11351764184702413,-0.5608680330698611,-0.19346961698090906,0.6138816864272696,-0.49799497957467737,0.510638297872342,0.16626506024096388,0.5172413793103452,0.5911330049261085,0.7333333333333334,0.36936936936936937,0.49367088607594944,0.19047619047619047,0.4723926380368102,0.4678362573099415,0.24045499388770594,0.49029970982274457,0.08239277905957448,0.38624264643749184,-0.984437396968336,0.020245568999380303,-0.548083653924114,-0.38603094748629896,0.537190082644628,0.38647947947454336,0.4625679787563216,0.3480844985015647,0.7254901960784315,0.3165424022916167,0.4244093063467907,0.4237510006792749,0.4468338938576097,0.0013152713904779401,0.7721394154895797,0.4143175588388426,0.42959066113176886,-0.07800598006963048,-0.16595007514853105
minnesota,404.0,336.0,219.0,478.0,359.25,-0.39686693349089025,0.637096774193548,(±3.5),-0.1258071979052345,-0.12673274019860203,0.49112426035502965,-0.12670006174228585,0.48484848484848486,0.427272727272727,0.5052631578947369,0.6216216216216228,0.8478260869565217,0.16666666666666669,0.0728476821192053,0.1168478260869565,0.009803921568627453,0.05286343612334802,0.08016877637130801,0.8092566619915849,-0.1631198805688506,0.25984251968503935,-0.10849561951526243,1.3373625892750176,-0.06570271259917031,0.06515648504391326,0.08220243030301737,-0.13415455457915204,-0.022732450216040135,-0.08807931928142067,-0.49799497957467737,0.5319148936170208,0.21204819277108436,0.6965517241379304,0.812807881773399,0.9809523809523801,0.671171171171171,0.10126582278481011,0.11309523809523808,1.0000000000000004,0.9999999999999996,-0.14409693736123988,-0.004948547339713297,0.00267496589901021,-0.05970562325694597,0.3254815570490715,-0.21950459020380644,0.8306373452390735,0.9476909387919221,0.1652892561983471,-0.02691972941388193,0.04951110976427562,0.05811084300002363,0.6960784313725491,-0.16051287635996075,-0.09941236771790166,-0.08250154831512695,-0.1601508753954883,-0.37244302406492175,0.13421495595691607,-0.09545434829627994,-0.10590997396111546,-0.49662749795148947,0.10582124692746499
mississippi,8.0,9.0,4.0,5.0,6.5,-0.4214559628273767,0.5806451612903238,(±3.7),-0.4854546596523351,-0.47126557122355167,0.1834319526627219,-0.47136559967063396,0.4545454545454546,0.4636363636363636,0.5052631578947369,0.9729729729729737,0.48550724637681164,1.0,0.019867549668874173,0.008152173913043476,0.009803921568627453,0.0,0.035864978902953586,0.4866760168302946,-0.5705583417702881,0.02755905511811023,-0.503885116333855,0.5124121024116838,-1.1162023975947477,-1.1064915195573994,-0.9872679639454237,-0.9979891573774167,-0.5492631187720696,-0.5126623332884088,0.28577435873898094,0.6063829787234045,0.033734939759036145,0.0,0.0,0.0857142857142863,0.0630630630630632,0.6582278481012657,0.6666666666666666,0.2269938650306753,0.26900584795321647,-0.43520134089570356,-0.5255507131560196,-0.5386076927575166,-0.5215600087131883,-0.811867180375904,0.046884475577511533,-1.6758395537077388,-1.8731285408114093,0.9999999999999999,-0.5636265419265373,-0.572377337161638,-0.5889880252444593,0.6470588235294119,-0.45717014825261393,-0.48558288795306154,-0.4923447427182593,-0.43955146016038765,-0.28030573224876043,-0.6296105413332519,-0.4600094474549373,-0.4830459723392147,-0.5097819633932483,-0.279137470664682
missouri,184.0,149.0,196.0,230.0,189.75,-0.6427572268557543,0.05645161290322598,(±5.8),-0.0552009467239094,-0.02569087687747655,0.28402366863905326,-0.02565848267535934,0.4242424242424241,0.36363636363636354,0.6105263157894736,0.8108108108108105,0.8318840579710145,0.30107526881720437,0.019867549668874173,0.035326086956521736,0.019607843137254905,0.044052863436123336,0.054852320675105475,0.8064516129032258,0.1286662199627874,0.09448818897637795,0.014788146529231841,0.22957193548711485,-0.6966997579007174,-0.7558736628188519,-0.47000777326317117,-0.7690209494067923,-0.26926873664264717,0.006166082063209604,-0.6185748777767789,0.3936170212765955,0.08433734939759038,0.455172413793103,0.5270935960591134,0.6380952380952385,0.37387387387387383,0.5063291139240506,0.47619047619047616,0.5705521472392641,0.5789473684210527,-0.10048272521163405,-0.011830407325776013,-0.0866274984837198,0.06886087668871317,0.5116757381093271,-0.19286568362567427,-0.6672180139162672,-0.5375587544482859,0.4628099173553718,0.036574747709869126,-0.010755530006881904,-0.09969156943872955,0.715686274509804,-0.1476698479963198,-0.0962018806342272,-0.11321032607317716,-0.14063897938389977,-0.3264681156821246,0.09863962890914249,-0.024940977070732156,-0.11288076807938506,-0.417313809258531,-0.02231073209214331
montana,38.0,77.0,70.0,84.0,67.25,-0.802585917542916,0.411290322580645,(±5.1),-0.7491252064874794,-0.7631262487301038,0.5857988165680474,-0.7631141208253908,0.36363636363636376,0.28181818181818197,0.7999999999999998,0.48648648648648773,0.9188405797101449,0.0,0.41721854304635764,0.0027173913043478243,0.009803921568627453,0.06607929515418501,0.04852320675105485,0.8990182328190746,-0.8139071783019893,0.019685039370078747,-0.7915539237864658,0.4181320467701619,0.04353066172559108,-0.40817762155312576,-0.5748578119149791,-0.9407471053847606,-0.59925410933641,-0.7891435818225664,-1.1611844196862369,0.35106382978723616,0.033734939759036145,0.4896551724137925,0.5812807881773399,0.9999999999999991,0.4864864864864864,0.3670886075949368,0.40476190476190477,0.5950920245398779,0.6023391812865495,-0.7173859708128318,-0.7480678650535226,-0.6498533087198032,-0.7580844317575909,0.7680081066150447,-1.7112833585791867,-0.7456181566819737,-0.4396200499484651,0.44628099173553715,-0.6884396180101245,-0.7748918351480114,-0.7137386676757103,0.5980392156862746,-0.6568646609030546,-0.6726104818639924,-0.6897061367354774,-0.6581091107928008,-0.5121253278123787,-0.7757418360834756,-0.7568639508564663,-0.6624731210912382,-0.7279913313094855,0.8817669432856734
nebraska,34.0,25.0,12.0,16.0,21.75,-0.43375047749561985,0.6612903225806459,(±3.6),-0.6303279721225599,-0.6396836234817609,0.47928994082840237,-0.6396629125045881,0.666666666666667,0.5636363636363637,0.4842105263157894,0.5945945945945947,0.9086956521739129,0.12096774193548389,0.07947019867549669,0.05163043478260869,0.009803921568627453,0.044052863436123336,0.20042194092827,0.7966339410939691,-0.7100492276026179,0.20866141732283466,-0.6754636199849454,0.017441810293684808,-0.7315614731107476,-0.4929102702649414,0.047252417419081386,-0.8262630013994484,-0.5217176346214268,-0.6562985847469447,-0.6788648268778309,0.3404255319148941,0.20963855421686747,0.544827586206897,0.6995073891625618,0.7999999999999998,0.48198198198198194,0.1392405063291139,0.38690476190476186,0.9877300613496929,0.929824561403509,-0.6758449780237487,-0.60791616820515,-0.43689063317432997,-0.5942125264194243,1.211039247457604,-1.5514499191103963,-0.12413038528418667,-0.1716745376376344,0.28099173553719015,-0.5905897889036975,-0.5921904729649473,-0.5678457067419026,0.6666666666666667,-0.5853603169967083,-0.5940660369712563,-0.6104288674126833,-0.591019928406344,-0.48201884335257433,-0.6602392676647154,-0.6558562138629512,-0.587645416533866,-0.6622190041006906,0.07283166652018021
nevada,,,,,,-0.5689901388462951,0.693548387096774,(±3.3),-0.4788962791549277,-0.510712972398598,0.8816568047337279,-0.5107121082206622,0.4242424242424241,0.3818181818181816,0.4842105263157894,0.5405405405405403,0.7057971014492754,0.25537634408602156,0.09271523178807947,0.21467391304347822,0.07843137254901962,0.14096916299559473,0.5759493670886076,0.37727910238429174,-0.4654768354847112,0.7047244094488189,-0.5263889690571781,-2.480979664206698,0.1283608354033313,-0.18027601467306995,-0.532917796454256,0.44346978825583216,-0.247691907755572,-0.5333982550223605,0.8283839006484363,0.0,0.674698795180723,0.7379310344827585,0.7389162561576357,0.31428571428571406,0.1711711711711712,0.3291139240506328,0.5833333333333333,0.6196319018404912,0.5730994152046782,0.8271162305850803,-0.5847231332788508,-0.5987258114384467,-0.5085252161115763,-0.08273278570904968,-0.059671150735015284,-0.25543210886346035,-0.4987528526653381,0.4380165289256198,-0.5285478574731544,-0.49078211234226493,-0.4954866830676007,0.8137254901960785,-0.4362598831822255,-0.4981968187392029,-0.5237954162407671,-0.46661582311619065,-0.29021512777873054,-0.6579446255717093,-0.5325596560886509,-0.4954538493882051,-0.6591238357614532,0.46077485130367746
new hampshire,,85.0,57.0,104.0,82.0,-0.5566956241780519,0.556451612903226,(±3.9),-0.7088183388585908,-0.714885454413251,0.3254437869822485,-0.7148717016182444,0.0,0.045454545454545414,0.736842105263158,0.6756756756756754,0.9797101449275363,0.029569892473118285,0.0,0.05978260869565216,0.0,0.02202643171806167,0.04641350210970464,0.9565217391304348,-0.7706360378882529,0.16929133858267717,-0.7482960174725038,1.125232464081591,0.45954712989861846,1.1520718409334103,1.9974631363427091,0.625603590050647,-0.6175804029625751,-0.7459708790765733,-0.7391547759788804,0.5531914893617031,0.12771084337349398,0.8413793103448279,1.0000000000000004,0.9809523809523801,0.7252252252252251,0.2911392405063292,0.22023809523809523,0.8773006134969328,0.8538011695906436,-0.685226234000525,-0.6791523625707074,-0.611603979537679,-0.6433561381786066,2.865089452106703,0.7927738597652021,1.4237698693207885,1.4563254371612748,0.0,-0.6870164760758884,-0.6969781734692301,-0.6214985134975878,0.8137254901960785,-0.6325990240907025,-0.643395353425953,-0.6303459152431229,-0.6455921989822384,-0.5103409670632322,-0.7239560630088328,-0.6669909250275907,-0.6361594822071975,-0.18556307985813034,-0.7260968049915507
new jersey,327.0,446.0,227.0,419.0,354.75,0.9186461360111324,0.45161290322580694,(±3.6),0.32601714933687154,0.3877546563755893,0.22485207100591717,0.3877946338885131,0.33333333333333326,0.30909090909090886,0.5263157894736845,0.8648648648648649,0.672463768115942,0.3870967741935485,0.019867549668874173,0.25,0.009803921568627453,0.044052863436123336,0.3987341772151899,0.4642356241234221,-0.07404725349507549,0.8070866141732284,0.304050847841844,-0.4303884540035549,1.3450346962333863,2.671415886800449,3.6191437341573387,1.6507567030100334,0.0408491403615879,0.33497514604259465,1.0092537479515897,1.0,0.6867469879518073,0.6827586206896559,0.896551724137931,0.6380952380952385,0.8198198198198199,0.025316455696202556,0.32738095238095233,0.7361963190184055,0.6549707602339181,0.34591566916015104,0.4324087912926416,1.3098924703823493,0.544778452179763,0.5333731630025276,1.9382468426248696,1.970772214933073,1.9541035225318268,0.15702479338842978,0.45447273172098307,0.40144269273679933,0.5468200497819352,0.7254901960784315,0.3182481535396224,0.36056591286798234,0.47643701373675856,0.22692526314681344,0.26343217423322784,0.42758299347297224,0.14535802870343126,0.38601552080655055,3.8710419247548926,-0.7449122261979492
new mexico,67.0,58.0,52.0,66.0,60.75,-0.5935791681827816,0.0967741935483879,(±5.7),-0.6075595858568542,-0.6053344315215796,0.25443786982248523,-0.605318021268088,0.36363636363636376,0.40909090909090895,0.6736842105263159,0.7027027027027035,0.817391304347826,0.05376344086021506,0.7019867549668876,0.027173913043478257,0.019607843137254905,0.05726872246696036,0.9999999999999999,0.21458625525946706,-0.6314226023022281,0.3188976377952756,-0.6409159969642126,0.4652720745909245,-0.48171918077219766,-0.7003591688352486,-1.0292079794061468,-0.6389253766962103,-0.607268360065895,-0.6473877809666081,0.4666442060421318,0.5957446808510642,0.783132530120482,0.18620689655172473,0.2758620689655178,0.23809523809523814,0.3153153153153152,0.49367088607594944,0.48809523809523814,0.276073619631902,0.29824561403508776,-0.598489120781637,-0.6436724255333264,-0.6635339208318305,-0.6526156001956539,-0.9834282144151638,-0.6457270954539146,-1.1776124656055633,-1.2362959740519608,0.9834710743801652,-0.6523023982337561,-0.6845281639471038,-0.6477156789886437,0.5490196078431373,-0.6060803611783794,-0.6134110457907832,-0.6462795535074746,-0.5620959332342123,-0.3278507441800562,-0.8284711481209359,-0.7062339924249176,-0.6022506462075092,-0.6885279349842085,0.5963432788053227
new york,,,,,,3.2177203789726114,0.5000000000000009,(±2.6),1.7831183685315388,1.9492194364489184,0.1952662721893491,1.9493187938923229,0.33333333333333326,0.20909090909090922,0.5578947368421052,0.9459459459459456,0.6391304347826088,0.45698924731182805,0.046357615894039736,0.22282608695652173,0.009803921568627453,0.05726872246696036,0.3691983122362869,0.47124824684431976,1.053394018385223,0.8307086614173228,1.970664839457257,-2.8109598589520313,1.0184966304327698,1.6955295188781587,1.6829130203872853,1.3645464430467529,0.3164721130022002,1.9948192441899133,0.34606430784003034,0.9361702127659584,0.6771084337349399,0.5379310344827584,0.7192118226600992,0.3428571428571425,0.6936936936936935,0.12658227848101267,0.18452380952380948,0.5889570552147241,0.5614035087719298,2.170887965320324,2.5191727292252977,1.6883612574045113,1.8416795889923707,-0.5994342529331734,2.3378304412968465,0.5202108690250614,1.1879179498292187,0.49586776859504134,2.2898494859902785,2.041522743521011,2.4804226112760888,0.7254901960784315,1.931165371100874,2.2103962784567326,2.4034199516675296,2.1507086871131658,1.8428391721162578,2.422123865595228,1.6882332677117309,2.268725333411705,0.8366162641750224,-0.27674638909735916
north carolina,,,,,,0.2055642852530267,0.467741935483871,(±4.4),0.5281454990031119,0.4974617348554256,0.6745562130177515,0.4974781190999385,0.36363636363636376,0.3363636363636362,0.5473684210526317,0.9459459459459456,0.6521739130434783,0.5806451612903226,0.08609271523178809,0.06521739130434782,0.009803921568627453,0.044052863436123336,0.16666666666666666,0.5750350631136045,0.8104197396860334,0.2440944881889764,0.6758916098725641,-0.21825832881012486,-0.5154188388085602,-0.6506883057972878,-0.7286378686042975,-0.4567915749013955,1.2667773052715254,0.6080975514268695,-0.2568351831704771,0.44680851063829863,0.21445783132530125,0.4482758620689653,0.5665024630541873,0.4190476190476202,0.4504504504504503,0.3924050632911392,0.5654761904761904,0.4846625766871169,0.49122807017543835,0.28112448266438866,0.31967924448852436,0.00829133505714015,0.40157298104665334,-0.8305370576095882,0.020245568999380303,-0.7965094774246253,-0.5742857686357188,0.5289256198347109,0.4272624931684596,0.45872176351764155,0.2711940817213331,0.8431372549019609,0.38641583595535417,0.3816909786832398,0.39392964439332595,0.3657425354177898,0.0831146532753731,0.6212429698235877,0.6996687804971116,0.34638128464511164,0.004402876962565338,-0.259189543390287
north dakota,56.0,45.0,19.0,36.0,39.0,-0.7288188295334568,0.7903225806451619,(±2.9),-0.7905385661667746,-0.8098592923643287,0.9171597633136095,-0.8098474110147623,0.7575757575757578,0.45454545454545436,0.4421052631578948,0.24324324324324387,0.8898550724637682,0.07526881720430109,0.34437086092715236,0.027173913043478257,0.009803921568627453,0.03964757709251102,0.04641350210970464,0.8723702664796635,-0.9183671960358428,0.07874015748031496,-0.8399535367232187,-0.6189485652866019,-0.3631893490580949,-0.4607703000639079,-0.32321771915064,-0.8158553555826019,-0.6521593728932904,-0.8330099762836423,-1.5832140633935907,0.18085106382978822,0.0746987951807229,0.5724137931034479,0.6502463054187193,0.9333333333333327,0.40540540540540526,0.06329113924050633,0.30952380952380953,0.98159509202454,0.935672514619883,-0.740517527561455,-0.771086234372009,-0.5396884865577656,-0.7592296255593195,4.117989591869886,-1.8977557046261089,0.3636221898169026,0.8423606339524922,0.25619834710743794,-0.7650364101317192,-0.7862716060325627,-0.7057176467386573,0.0,-0.7133119300360998,-0.7397221268721096,-0.7436276915853078,-0.7196885732210321,-0.5201197996115574,-0.8887292311131865,-0.8519551601405475,-0.7247240527068867,-0.7167713460797499,-0.0192586982774658
ohio,431.0,450.0,542.0,661.0,521.0,-0.028031493443594166,0.0,(±5.7),0.7070782125939663,0.7926134447656946,0.22485207100591717,0.7926397705784456,0.36363636363636376,0.3363636363636362,0.6315789473684212,0.8378378378378386,0.8159420289855073,0.33333333333333337,0.0,0.04619565217391304,0.009803921568627453,0.044052863436123336,0.04641350210970464,0.7980364656381487,1.0374489527300714,0.10629921259842517,0.863311215406274,0.041011824204064434,-0.8163916467884879,-0.691593722416785,-0.20438767534525767,-0.873097407575258,-0.06342018468881047,0.9150203384316639,-0.7994447250799325,0.47872340425531945,0.1060240963855422,0.46896551724137936,0.6305418719211824,0.6952380952380954,0.3288288288288288,0.44303797468354433,0.26785714285714285,0.5889570552147241,0.5789473684210527,0.40626453327999684,0.8822222448183715,0.36461570405015387,0.7642906044770662,-0.3637901267674842,-0.21950459020380644,-0.575698279108796,-0.36916885921156567,0.5206611570247935,0.5734226982655892,0.8180865221288686,0.5701715422841849,0.6568627450980393,0.42569956785069646,0.5319226207251254,0.6062288242833737,0.44617468068683236,-0.12018530022074003,1.0578028153210897,0.7917144328946973,0.5023967330336957,0.33790726551539574,-0.3505012440532489
oklahoma,,,,,,-0.7657023735381864,0.5080645161290329,(±3.9),-0.35438173527778927,-0.35570404817864165,0.4497041420118343,-0.35571330342370333,0.5757575757575757,0.5272727272727276,0.4842105263157894,0.7027027027027035,0.7043478260869567,0.19354838709677422,0.5960264900662253,0.04076086956521738,0.019607843137254905,0.21585903083700442,0.1940928270042194,0.6100981767180925,-0.2810084902238688,0.16929133858267717,-0.35942040483469423,-0.053268231437457424,-0.9244629639395816,-0.884433543622986,-0.7286378686042975,-0.8626897617584114,-0.4478520230028162,-0.3648404714114017,0.04461456233477795,0.2340425531914896,0.18313253012048195,0.4068965517241381,0.41871921182266014,0.4761904761904754,0.2207207207207209,0.6202531645569621,0.8035714285714285,0.4478527607361964,0.3801169590643272,-0.4276838869373852,-0.39054727195859235,-0.22889599260903631,-0.3758345085814504,-0.4278732188939136,-0.7256438151883102,-0.8550186258044307,-0.9581870112741676,0.6611570247933883,-0.36143453373270484,-0.4203424282475465,-0.44520783989061236,0.4313725490196079,-0.350540425813294,-0.34607415116128937,-0.3516242368721336,-0.3744073635494344,-0.31361268364324446,-0.3673932472671412,-0.27603453336880385,-0.355222489884161,-0.5426681269976458,-0.024036388360392853
oregon,,,,,,-0.3353943601496742,0.29838709677419395,(±4.7),-0.32044922104739826,-0.34397893398734275,0.7041420118343196,-0.34395372052036494,0.2727272727272727,0.20909090909090922,0.6842105263157896,0.6756756756756754,0.8869565217391304,0.043010752688172046,0.09933774834437087,0.10869565217391301,0.04901960784313726,0.1145374449339207,0.24472573839662448,0.7503506311360448,-0.2415966827362356,0.3267716535433071,-0.3433681445692086,-0.996068787852696,0.7012550220214947,0.3222762466521814,0.06822242514944298,0.292558923911557,-0.17800155263588893,-0.3233160448980402,-0.43770503047362797,0.1489361702127674,0.3060240963855422,0.7931034482758621,0.8669950738916259,0.7333333333333334,0.5585585585585584,0.4683544303797468,0.30952380952380953,0.5276073619631907,0.5029239766081872,-0.3447529554808788,-0.34321547631123395,-0.39634698583270683,-0.3843903447721901,-0.6720953967615658,-0.19286568362567427,-0.18295694314887334,-0.046017331864279316,0.41322314049586784,-0.23606278622865293,-0.3514438300182698,-0.33899964850405373,0.8529411764705883,-0.33940314869765875,-0.3277172183855069,-0.3764606243099769,-0.3017840459021308,-0.3920140802366127,-0.2668951815854952,-0.3799132411852573,-0.3291221033899352,-0.5999287412735378,0.2984128440081069
pennsylvania,634.0,657.0,789.0,785.0,716.25,3.2177203789726114,0.2580645161290329,(±5.2),0.8602219193916643,0.96461620303446,0.1952662721893491,0.9646127735691711,0.24242424242424243,0.19999999999999996,0.7473684210526315,0.8378378378378386,0.8144927536231883,0.30645161290322587,0.006622516556291393,0.07880434782608695,0.009803921568627453,0.03524229074889868,0.12447257383966243,0.761570827489481,1.1796893705032843,0.19685039370078738,1.0377727348447636,0.7245422276051138,-0.4050234073101312,-0.11015244332536045,0.1940424715316125,-0.24343483565604093,-0.08852776739377069,1.0664178473998274,-0.6185748777767789,0.7553191489361701,0.20481927710843376,0.40000000000000036,0.6157635467980298,0.7047619047619049,0.45945945945945943,0.3924050632911392,0.20833333333333331,0.5582822085889574,0.5380116959064329,0.5819960666594454,1.2197621084883632,0.6185816351846729,1.0428817086854973,-0.0070440942211409336,0.6595793268745431,-0.09492871267509759,0.20021535444894958,0.3801652892561983,0.8632437889472436,1.02201897798628,0.838480139318758,0.5980392156862746,0.5242449025195322,0.639302164808307,0.8040353557592664,0.43795079292052985,-0.09052741677479233,1.2233101572337897,0.9207723307663809,0.6074858047153622,0.3440976021938704,-0.304805371680076
rhode island,63.0,52.0,29.0,39.0,45.75,-0.39686693349089025,0.758064516129032,(±2.8),-0.749808970615223,-0.7537528834024148,0.1715976331360947,-0.7537988519630596,0.1212121212121211,0.08181818181818157,0.6421052631578947,0.9459459459459456,0.8449275362318842,0.20967741935483875,0.05298013245033113,0.07608695652173912,0.019607843137254905,0.06607929515418501,0.29957805907172996,0.7040673211781208,-0.8842213942230797,0.47637795275590544,-0.8077490678910242,-1.3967590243291732,0.4281715862095912,0.9329356804718182,1.5221429611211799,0.1312404137504353,-0.7058772702653984,-0.7923580238399215,-0.6788648268778309,0.6595744680851059,0.4698795180722892,0.5103448275862075,0.7733990147783252,0.4571428571428564,0.5900900900900901,0.3797468354430379,0.09523809523809523,0.6932515337423313,0.7017543859649122,-0.7136352556801907,-0.7096674910229216,-0.5811855117628801,-0.7973738824699645,-1.27962329377118,0.10016228873377589,0.33801782470313607,0.6250013864658613,0.4380165289256198,-0.7410194198035356,-0.7544240628231356,-0.6784301320249415,0.7254901960784315,-0.67341543740907,-0.6996336016019095,-0.6933071846383448,-0.6783127737119952,-0.48146311373839357,-0.8474954618239002,-0.787552301139497,-0.685599916261885,3.1846883455289983,-0.819310965177531
