,state,n_outbreaks,perc_vacc,white_alone,black_alone,AI_AN_alone,asian_alone,PI_alone,other_race_alone,mult_races,total_households,1_person_household,2_person_household,3_person_household,4_person_household,5_person_household,6_person_household,7_more_person_household,total_avg_size,owner_avg_size,renter_avg_size,avg_age,avg_age_male,avg_age_female
145,Kansas_2006,0,82.7,2313944.0,154198.0,24936.0,46806.0,1313.0,90725.0,56496.0,1037891.0,280387.0,352305.0,159448.0,143148.0,67024.0,23235.0,12344.0,2.51,2.63,2.25,35.2,33.7,36.5
146,Delaware_2006,35,92.2,584773.0,150666.0,2731.0,16259.0,283.0,15855.0,13033.0,298736.0,74639.0,102181.0,51537.0,42582.0,18127.0,6177.0,3493.0,2.54,2.61,2.37,36.0,34.9,37.1
147,Virginia_2006,1834,89.0,5120110.0,1390293.0,21172.0,261025.0,3946.0,138900.0,143069.0,2699173.0,676907.0,909785.0,481924.0,389204.0,157215.0,53514.0,30624.0,2.54,2.62,2.36,35.7,34.5,36.8
148,West Virginia_2006,1143,80.6,1718777.0,57232.0,3606.0,9434.0,400.0,3107.0,15788.0,736481.0,199587.0,259239.0,132860.0,96168.0,34636.0,9820.0,4171.0,2.4,2.47,2.17,38.9,37.5,40.2
149,North Carolina_2006,0,95.9,5804656.0,1737545.0,99551.0,113689.0,3983.0,186629.0,103260.0,3132013.0,795271.0,1092738.0,560436.0,430684.0,166885.0,54033.0,31966.0,2.49,2.54,2.37,35.3,33.8,36.7
150,South Carolina_2006,674,92.2,2695560.0,1185216.0,13718.0,36014.0,1628.0,39926.0,39950.0,1533854.0,383142.0,521599.0,276789.0,217449.0,88982.0,29387.0,16506.0,2.53,2.59,2.37,35.4,34.0,36.7
151,Alabama_2006,306,94.5,3162808.0,1155930.0,22430.0,31346.0,1409.0,28998.0,44179.0,1737080.0,453898.0,579336.0,314914.0,245212.0,97142.0,30509.0,16069.0,2.49,2.57,2.3,35.8,34.4,37.2
152,Mississippi_2006,0,87.0,1746099.0,1033809.0,11652.0,18626.0,667.0,13784.0,20021.0,1046434.0,257708.0,327377.0,194171.0,155180.0,70292.0,25324.0,16382.0,2.63,2.67,2.52,33.8,32.2,35.3
153,Arkansas_2006,159,87.6,2138598.0,418950.0,17808.0,20220.0,1668.0,40412.0,35744.0,1042696.0,266585.0,366274.0,179996.0,140590.0,58463.0,19536.0,11252.0,2.49,2.54,2.4,36.0,34.6,37.4
154,Louisiana_2006,129,87.5,2856161.0,1451944.0,25477.0,54758.0,1240.0,31131.0,48265.0,1656053.0,419200.0,511428.0,301865.0,244615.0,113491.0,40278.0,25176.0,2.62,2.7,2.44,34.0,32.6,35.3
155,Oklahoma_2006,0,92.4,2628434.0,260968.0,273230.0,46767.0,2372.0,82898.0,155985.0,1342293.0,358560.0,461285.0,220501.0,180902.0,79508.0,27003.0,14534.0,2.49,2.55,2.36,35.5,33.9,36.9
156,Texas_2006,8336,90.8,14799505.0,2404566.0,118362.0,562319.0,14434.0,2438001.0,514633.0,7393354.0,1752141.0,2258060.0,1264381.0,1128749.0,577708.0,236233.0,176082.0,2.74,2.87,2.53,32.3,31.3,33.4
157,Montana_2006,0,76.4,817229.0,2692.0,56068.0,4691.0,470.0,5315.0,15730.0,358667.0,98422.0,129144.0,53287.0,46401.0,20372.0,7106.0,3935.0,2.45,2.55,2.22,37.5,36.6,38.5
158,Wyoming_2006,53,75.6,454670.0,3722.0,11133.0,2771.0,302.0,12301.0,8883.0,193608.0,50980.0,69405.0,30028.0,25786.0,11435.0,3906.0,2068.0,2.48,2.58,2.25,36.2,35.3,37.1
159,Colorado_2006,1797,85.7,3560005.0,165063.0,44241.0,95213.0,4621.0,309931.0,122187.0,1658238.0,435778.0,564662.0,264228.0,233303.0,100380.0,36483.0,23404.0,2.53,2.64,2.3,34.3,33.2,35.4
160,New Mexico_2006,212,82.8,1214253.0,34343.0,173483.0,19255.0,1503.0,309882.0,66327.0,677971.0,172181.0,219502.0,110766.0,95632.0,47658.0,19179.0,13053.0,2.63,2.72,2.41,34.6,33.4,35.6
161,Utah_2006,551,89.2,1992975.0,17657.0,29684.0,37108.0,15145.0,93405.0,47195.0,701281.0,124756.0,202904.0,115417.0,111697.0,71395.0,42686.0,32426.0,3.13,3.28,2.75,27.1,26.7,27.7
162,Hawaii_2006,0,89.6,294102.0,22003.0,3535.0,503868.0,113539.0,15147.0,259343.0,403240.0,88153.0,119631.0,71878.0,59999.0,31598.0,15291.0,16690.0,2.92,3.07,2.71,36.2,35.1,37.4
163,Maine_2007,238,85.5,1236014.0,6760.0,7098.0,9111.0,382.0,2911.0,12647.0,518200.0,139969.0,190804.0,82223.0,69418.0,25602.0,7253.0,2931.0,2.39,2.54,2.03,38.6,37.6,39.6
164,New Hampshire_2007,419,95.2,1186851.0,9035.0,2964.0,15931.0,371.0,7420.0,13214.0,474606.0,116014.0,165660.0,78486.0,73491.0,28656.0,8533.0,3766.0,2.53,2.7,2.14,37.1,36.4,37.8
165,Vermont_2007,790,77.6,589208.0,3063.0,2420.0,5217.0,141.0,1443.0,7335.0,240634.0,63112.0,86630.0,38195.0,34431.0,12915.0,3744.0,1607.0,2.44,2.58,2.11,37.7,36.6,38.7
166,Massachusetts_2007,1142,87.4,5367286.0,343454.0,15015.0,238124.0,2489.0,236724.0,146005.0,2443580.0,684345.0,774129.0,400166.0,353184.0,154831.0,50905.0,26020.0,2.51,2.72,2.17,36.5,35.4,37.7
167,Rhode Island_2007,0,92.1,891191.0,46908.0,5121.0,23665.0,567.0,52616.0,28251.0,408424.0,116678.0,130732.0,67356.0,57638.0,24253.0,7804.0,3963.0,2.47,2.66,2.19,36.7,35.4,38.0
168,Connecticut_2007,1727,94.2,2780355.0,309843.0,9639.0,82313.0,1366.0,147201.0,74848.0,1301670.0,344224.0,424186.0,215349.0,194395.0,83585.0,26564.0,13367.0,2.53,2.67,2.25,37.4,36.1,38.6
169,Pennsylvania_2007,5202,91.9,10484203.0,1224612.0,18348.0,219813.0,3417.0,188437.0,142224.0,4777003.0,1320941.0,1587227.0,783820.0,659158.0,282655.0,93457.0,49745.0,2.48,2.62,2.12,38.0,36.5,39.4
170,Ohio_2007,8860,89.1,9645453.0,1301307.0,24486.0,132633.0,2749.0,88627.0,157885.0,4445773.0,1215614.0,1484469.0,729645.0,612614.0,269997.0,88970.0,44464.0,2.49,2.62,2.19,36.2,34.9,37.5
171,Illinois_2007,150,88.7,9125471.0,1876875.0,31006.0,423603.0,4610.0,722712.0,235016.0,4591779.0,1229807.0,1412418.0,734189.0,660575.0,330510.0,128726.0,95554.0,2.63,2.76,2.37,34.7,33.3,36.0
172,Michigan_2007,5200,89.5,7966053.0,1412742.0,58479.0,176510.0,2692.0,129552.0,192416.0,3785661.0,993607.0,1247892.0,610868.0,542690.0,249366.0,89020.0,52218.0,2.56,2.67,2.24,35.5,34.3,36.6
173,Wisconsin_2007,1111,86.7,4769857.0,304460.0,47228.0,88763.0,1630.0,84842.0,66895.0,2084544.0,557875.0,721452.0,320561.0,290716.0,127921.0,42270.0,23749.0,2.5,2.66,2.15,36.0,35.0,37.1
174,Minnesota_2007,0,89.1,4400282.0,171731.0,54967.0,141968.0,1979.0,65810.0,82742.0,1895127.0,509468.0,641694.0,283467.0,273585.0,123222.0,40228.0,23463.0,2.52,2.69,2.03,35.4,34.4,36.3
175,Iowa_2007,2001,88.2,2748640.0,61853.0,8989.0,36635.0,1009.0,37420.0,31778.0,1149276.0,313083.0,408869.0,170849.0,154338.0,69584.0,22161.0,10392.0,2.46,2.57,2.15,36.6,35.2,38.0
176,Missouri_2007,1408,89.4,4748083.0,629391.0,25076.0,61595.0,3178.0,45827.0,82061.0,2194594.0,599808.0,745803.0,355321.0,298735.0,129318.0,43052.0,22557.0,2.48,2.59,2.2,36.1,34.8,37.4
177,North Dakota_2007,103,91.5,593181.0,3916.0,31329.0,3606.0,230.0,2540.0,7398.0,257152.0,75420.0,89355.0,37103.0,33279.0,15368.0,4633.0,1994.0,2.41,2.6,2.02,36.2,34.8,37.5
178,South Dakota_2007,118,85.3,669404.0,4685.0,62283.0,4378.0,261.0,3677.0,10156.0,290245.0,80040.0,100176.0,42498.0,38260.0,18500.0,6593.0,4178.0,2.5,2.64,2.22,35.6,34.4,36.7
179,Kansas_2007,372,88.7,2313944.0,154198.0,24936.0,46806.0,1313.0,90725.0,56496.0,1037891.0,280387.0,352305.0,159448.0,143148.0,67024.0,23235.0,12344.0,2.51,2.63,2.25,35.2,33.7,36.5
180,Delaware_2007,66,92.1,584773.0,150666.0,2731.0,16259.0,283.0,15855.0,13033.0,298736.0,74639.0,102181.0,51537.0,42582.0,18127.0,6177.0,3493.0,2.54,2.61,2.37,36.0,34.9,37.1
181,Virginia_2007,1959,87.8,5120110.0,1390293.0,21172.0,261025.0,3946.0,138900.0,143069.0,2699173.0,676907.0,909785.0,481924.0,389204.0,157215.0,53514.0,30624.0,2.54,2.62,2.36,35.7,34.5,36.8
182,West Virginia_2007,1497,89.2,1718777.0,57232.0,3606.0,9434.0,400.0,3107.0,15788.0,736481.0,199587.0,259239.0,132860.0,96168.0,34636.0,9820.0,4171.0,2.4,2.47,2.17,38.9,37.5,40.2
183,North Carolina_2007,0,93.3,5804656.0,1737545.0,99551.0,113689.0,3983.0,186629.0,103260.0,3132013.0,795271.0,1092738.0,560436.0,430684.0,166885.0,54033.0,31966.0,2.49,2.54,2.37,35.3,33.8,36.7
184,South Carolina_2007,1259,91.5,2695560.0,1185216.0,13718.0,36014.0,1628.0,39926.0,39950.0,1533854.0,383142.0,521599.0,276789.0,217449.0,88982.0,29387.0,16506.0,2.53,2.59,2.37,35.4,34.0,36.7
185,Alabama_2007,599,92.0,3162808.0,1155930.0,22430.0,31346.0,1409.0,28998.0,44179.0,1737080.0,453898.0,579336.0,314914.0,245212.0,97142.0,30509.0,16069.0,2.49,2.57,2.3,35.8,34.4,37.2
186,Mississippi_2007,2,88.4,1746099.0,1033809.0,11652.0,18626.0,667.0,13784.0,20021.0,1046434.0,257708.0,327377.0,194171.0,155180.0,70292.0,25324.0,16382.0,2.63,2.67,2.52,33.8,32.2,35.3
187,Arkansas_2007,1214,89.2,2138598.0,418950.0,17808.0,20220.0,1668.0,40412.0,35744.0,1042696.0,266585.0,366274.0,179996.0,140590.0,58463.0,19536.0,11252.0,2.49,2.54,2.4,36.0,34.6,37.4
188,Louisiana_2007,201,91.5,2856161.0,1451944.0,25477.0,54758.0,1240.0,31131.0,48265.0,1656053.0,419200.0,511428.0,301865.0,244615.0,113491.0,40278.0,25176.0,2.62,2.7,2.44,34.0,32.6,35.3
189,Texas_2007,11768,90.0,14799505.0,2404566.0,118362.0,562319.0,14434.0,2438001.0,514633.0,7393354.0,1752141.0,2258060.0,1264381.0,1128749.0,577708.0,236233.0,176082.0,2.74,2.87,2.53,32.3,31.3,33.4
190,Wyoming_2007,70,78.5,454670.0,3722.0,11133.0,2771.0,302.0,12301.0,8883.0,193608.0,50980.0,69405.0,30028.0,25786.0,11435.0,3906.0,2068.0,2.48,2.58,2.25,36.2,35.3,37.1
191,Colorado_2007,1504,88.9,3560005.0,165063.0,44241.0,95213.0,4621.0,309931.0,122187.0,1658238.0,435778.0,564662.0,264228.0,233303.0,100380.0,36483.0,23404.0,2.53,2.64,2.3,34.3,33.2,35.4
192,New Mexico_2007,370,88.8,1214253.0,34343.0,173483.0,19255.0,1503.0,309882.0,66327.0,677971.0,172181.0,219502.0,110766.0,95632.0,47658.0,19179.0,13053.0,2.63,2.72,2.41,34.6,33.4,35.6
193,Arizona_2007,0,86.0,3873611.0,158873.0,255879.0,92236.0,6733.0,596774.0,146526.0,1901327.0,472006.0,665357.0,281032.0,246143.0,130223.0,58202.0,48364.0,2.64,2.69,2.53,34.2,32.9,35.5
194,Utah_2007,1036,86.6,1992975.0,17657.0,29684.0,37108.0,15145.0,93405.0,47195.0,701281.0,124756.0,202904.0,115417.0,111697.0,71395.0,42686.0,32426.0,3.13,3.28,2.75,27.1,26.7,27.7
195,Nevada_2007,10,83.3,1501886.0,135477.0,26420.0,90266.0,8426.0,159354.0,76428.0,751165.0,186745.0,259230.0,120525.0,96759.0,49735.0,21522.0,16649.0,2.62,2.71,2.47,35.0,34.5,35.6
196,Maine_2008,357,90.1,1264971.0,15707.0,8568.0,13571.0,342.0,4261.0,20941.0,557219.0,159533.0,213695.0,84340.0,64010.0,23840.0,7854.0,3947.0,2.32,2.43,2.04,42.7,41.5,43.8
197,New Hampshire_2008,374,91.3,1236050.0,15035.0,3150.0,28407.0,384.0,12062.0,21382.0,518973.0,133057.0,188923.0,85046.0,70835.0,27365.0,9286.0,4461.0,2.46,2.59,2.14,41.1,40.2,42.0
198,Vermont_2008,380,77.0,596292.0,6277.0,2207.0,7947.0,160.0,2105.0,10753.0,256442.0,72233.0,96889.0,39695.0,31210.0,11107.0,3480.0,1828.0,2.34,2.45,2.08,41.5,40.4,42.7
199,Massachusetts_2008,0,95.3,5265236.0,434398.0,18850.0,349768.0,2223.0,305151.0,172003.0,2547075.0,732263.0,813166.0,417216.0,353676.0,150842.0,51409.0,28503.0,2.48,2.66,2.18,39.1,37.7,40.3
200,Rhode Island_2008,0,93.0,856869.0,60189.0,6058.0,30457.0,554.0,63653.0,34787.0,413600.0,122488.0,133513.0,67339.0,54010.0,23314.0,8232.0,4704.0,2.44,2.59,2.21,39.4,37.8,40.8
201,Connecticut_2008,1440,93.2,2772410.0,362296.0,11256.0,135565.0,1428.0,198466.0,92676.0,1371087.0,373648.0,443095.0,226658.0,197116.0,84916.0,29348.0,16306.0,2.52,2.64,2.27,40.0,38.5,41.3
202,Pennsylvania_2008,4680,92.4,10406288.0,1377689.0,26843.0,349088.0,3653.0,300983.0,237835.0,5018904.0,1433415.0,1705503.0,804124.0,637442.0,276410.0,99988.0,62022.0,2.45,2.57,2.16,40.1,38.7,41.5
203,Ohio_2008,4536,93.3,9539437.0,1407681.0,25292.0,192233.0,4066.0,130030.0,237765.0,4603435.0,1328550.0,1568090.0,720134.0,575012.0,262007.0,95599.0,54043.0,2.44,2.54,2.24,38.8,37.4,40.0
204,Indiana_2008,444,87.9,5467906.0,591397.0,18462.0,102474.0,2348.0,173314.0,127901.0,2502154.0,671920.0,854193.0,398466.0,326993.0,155435.0,59151.0,35996.0,2.52,2.6,2.33,37.0,35.7,38.2
205,Illinois_2008,1091,88.3,9177877.0,1866414.0,43963.0,586934.0,4050.0,861412.0,289982.0,4836972.0,1346312.0,1509908.0,756467.0,659731.0,330647.0,134192.0,99715.0,2.59,2.69,2.38,36.6,35.2,37.9
206,Michigan_2008,4187,87.4,7803120.0,1400362.0,62007.0,238199.0,2604.0,147029.0,230319.0,3872508.0,1079678.0,1307449.0,603482.0,504315.0,234074.0,88972.0,54538.0,2.49,2.57,2.29,38.9,37.6,40.0
207,Wisconsin_2008,1051,88.3,4902067.0,359148.0,54526.0,129234.0,1827.0,135867.0,104317.0,2279768.0,642507.0,817250.0,339536.0,284532.0,124387.0,44504.0,27052.0,2.43,2.56,2.16,38.5,37.3,39.6
208,Minnesota_2008,0,90.1,4524062.0,274412.0,60916.0,214234.0,2156.0,103000.0,125145.0,2087227.0,584008.0,724386.0,307794.0,274621.0,123002.0,44258.0,29158.0,2.48,2.59,2.16,37.4,36.3,38.4
209,Missouri_2008,923,88.1,4958770.0,693391.0,27376.0,98083.0,6261.0,80457.0,124589.0,2375611.0,672276.0,822516.0,370462.0,296548.0,134977.0,49861.0,28971.0,2.45,2.54,2.25,37.9,36.5,39.2
210,North Dakota_2008,140,85.0,605449.0,7960.0,36591.0,6909.0,320.0,3509.0,11853.0,281192.0,88563.0,102531.0,38513.0,30558.0,13982.0,4700.0,2345.0,2.3,2.48,1.96,37.0,35.5,38.7
211,South Dakota_2008,84,90.1,699392.0,10207.0,71817.0,7610.0,394.0,7477.0,17283.0,322282.0,94638.0,115675.0,44573.0,37271.0,18648.0,7013.0,4464.0,2.42,2.53,2.18,36.9,35.6,38.2
212,Kansas_2008,596,90.1,2391044.0,167864.0,28150.0,67762.0,2238.0,110127.0,85933.0,1112096.0,309338.0,382396.0,166121.0,140905.0,70093.0,27289.0,15954.0,2.49,2.6,2.27,36.0,34.7,37.4
213,Delaware_2008,49,94.4,618617.0,191814.0,4181.0,28549.0,400.0,30519.0,23854.0,342297.0,87496.0,117500.0,56966.0,45778.0,20945.0,8164.0,5448.0,2.55,2.58,2.48,38.8,37.4,40.1
214,Virginia_2008,1582,93.0,5486852.0,1551399.0,29225.0,439890.0,5980.0,254278.0,233400.0,3056058.0,795117.0,1024641.0,520503.0,420101.0,182216.0,69216.0,44264.0,2.54,2.6,2.41,37.5,36.1,38.7
215,West Virginia_2008,1209,89.3,1739988.0,63124.0,3787.0,12406.0,428.0,6119.0,27142.0,763831.0,217308.0,278337.0,124879.0,89437.0,35982.0,11812.0,6076.0,2.36,2.43,2.18,41.3,40.1,42.6
216,South Carolina_2008,1103,89.2,3060000.0,1290684.0,19524.0,59051.0,2706.0,113464.0,79935.0,1801181.0,477894.0,623419.0,304098.0,231903.0,103014.0,37833.0,23020.0,2.49,2.51,2.45,37.9,36.4,39.2
217,Alabama_2008,699,92.9,3275394.0,1251311.0,28218.0,53595.0,3057.0,96910.0,71251.0,1883791.0,516696.0,632291.0,322941.0,245326.0,106771.0,37510.0,22256.0,2.48,2.52,2.37,37.9,36.4,39.1
218,Mississippi_2008,2,92.1,1754684.0,1098385.0,15030.0,25742.0,1187.0,38162.0,34107.0,1115768.0,293807.0,356795.0,194682.0,150650.0,72933.0,27883.0,19018.0,2.58,2.6,2.53,36.0,34.5,37.5
219,Arkansas_2008,808,90.0,2245229.0,449895.0,22248.0,36102.0,5863.0,99571.0,57010.0,1147084.0,310792.0,402111.0,186450.0,142819.0,65311.0,24496.0,15105.0,2.47,2.51,2.4,37.4,36.1,38.7
220,Louisiana_2008,123,95.0,2836192.0,1452396.0,30579.0,70132.0,1963.0,69227.0,72883.0,1728360.0,464334.0,553276.0,301380.0,231047.0,110627.0,41476.0,26220.0,2.55,2.61,2.43,35.8,34.5,37.2
221,Texas_2008,10061,93.1,17701552.0,2979598.0,170972.0,964596.0,21656.0,2628186.0,679001.0,8922933.0,2163266.0,2703417.0,1482329.0,1312995.0,716376.0,310605.0,233945.0,2.75,2.87,2.54,33.6,32.6,34.6
222,Montana_2008,424,77.7,884961.0,4027.0,62555.0,6253.0,668.0,5975.0,24976.0,409607.0,121775.0,153975.0,57046.0,44407.0,20466.0,7563.0,4375.0,2.35,2.42,2.18,39.8,38.8,41.0
223,Wyoming_2008,35,84.6,511279.0,4748.0,13336.0,4426.0,427.0,17049.0,12361.0,226879.0,63480.0,83568.0,33043.0,26654.0,12444.0,4825.0,2865.0,2.42,2.5,2.26,36.8,36.0,37.7
224,Colorado_2008,1089,90.1,4089202.0,201737.0,56010.0,139028.0,6623.0,364140.0,172456.0,1972868.0,550794.0,673027.0,301196.0,256692.0,115994.0,45650.0,29515.0,2.49,2.57,2.34,36.1,35.1,37.1
225,New Mexico_2008,422,89.3,1407876.0,42550.0,193222.0,28208.0,1810.0,308503.0,77010.0,791395.0,221347.0,260244.0,121352.0,98041.0,52997.0,21845.0,15569.0,2.55,2.6,2.43,36.7,35.3,38.0
226,Arizona_2008,0,91.1,4667121.0,259008.0,296529.0,176695.0,12648.0,761716.0,218300.0,2380990.0,621008.0,814955.0,344326.0,296655.0,164944.0,77095.0,62007.0,2.63,2.63,2.62,35.9,34.8,37.2
227,Utah_2008,828,92.7,2379560.0,29287.0,32927.0,55285.0,24554.0,166754.0,75518.0,877692.0,164018.0,256969.0,140050.0,132454.0,90201.0,54189.0,39811.0,3.1,3.21,2.82,29.2,28.7,29.7
228,California_2008,0,92.4,21453934.0,2299072.0,362801.0,4861007.0,144386.0,6317372.0,1815384.0,12577498.0,2929442.0,3653802.0,2043812.0,1883451.0,1040408.0,507471.0,519112.0,2.9,2.95,2.83,35.2,34.0,36.3
229,Alaska_2008,43,77.8,473576.0,23263.0,104871.0,38135.0,7409.0,11102.0,51875.0,258058.0,66073.0,83852.0,41891.0,34124.0,18122.0,7546.0,6450.0,2.65,2.76,2.47,33.8,33.6,34.1
230,Hawaii_2008,43,92.6,336599.0,21424.0,4164.0,525078.0,135422.0,16985.0,320629.0,455338.0,106175.0,139162.0,76348.0,60942.0,33338.0,17541.0,21832.0,2.89,3.02,2.72,38.6,37.2,39.9
231,Maine_2009,269,90.4,1264971.0,15707.0,8568.0,13571.0,342.0,4261.0,20941.0,557219.0,159533.0,213695.0,84340.0,64010.0,23840.0,7854.0,3947.0,2.32,2.43,2.04,42.7,41.5,43.8
232,New Hampshire_2009,280,89.0,1236050.0,15035.0,3150.0,28407.0,384.0,12062.0,21382.0,518973.0,133057.0,188923.0,85046.0,70835.0,27365.0,9286.0,4461.0,2.46,2.59,2.14,41.1,40.2,42.0
233,Vermont_2009,323,82.7,596292.0,6277.0,2207.0,7947.0,160.0,2105.0,10753.0,256442.0,72233.0,96889.0,39695.0,31210.0,11107.0,3480.0,1828.0,2.34,2.45,2.08,41.5,40.4,42.7
234,Massachusetts_2009,0,90.2,5265236.0,434398.0,18850.0,349768.0,2223.0,305151.0,172003.0,2547075.0,732263.0,813166.0,417216.0,353676.0,150842.0,51409.0,28503.0,2.48,2.66,2.18,39.1,37.7,40.3
235,Rhode Island_2009,0,93.0,856869.0,60189.0,6058.0,30457.0,554.0,63653.0,34787.0,413600.0,122488.0,133513.0,67339.0,54010.0,23314.0,8232.0,4704.0,2.44,2.59,2.21,39.4,37.8,40.8
236,Connecticut_2009,857,92.1,2772410.0,362296.0,11256.0,135565.0,1428.0,198466.0,92676.0,1371087.0,373648.0,443095.0,226658.0,197116.0,84916.0,29348.0,16306.0,2.52,2.64,2.27,40.0,38.5,41.3
237,Pennsylvania_2009,2409,87.7,10406288.0,1377689.0,26843.0,349088.0,3653.0,300983.0,237835.0,5018904.0,1433415.0,1705503.0,804124.0,637442.0,276410.0,99988.0,62022.0,2.45,2.57,2.16,40.1,38.7,41.5
238,Ohio_2009,2403,87.1,9539437.0,1407681.0,25292.0,192233.0,4066.0,130030.0,237765.0,4603435.0,1328550.0,1568090.0,720134.0,575012.0,262007.0,95599.0,54043.0,2.44,2.54,2.24,38.8,37.4,40.0
239,Indiana_2009,0,85.7,5467906.0,591397.0,18462.0,102474.0,2348.0,173314.0,127901.0,2502154.0,671920.0,854193.0,398466.0,326993.0,155435.0,59151.0,35996.0,2.52,2.6,2.33,37.0,35.7,38.2
240,Illinois_2009,1489,88.8,9177877.0,1866414.0,43963.0,586934.0,4050.0,861412.0,289982.0,4836972.0,1346312.0,1509908.0,756467.0,659731.0,330647.0,134192.0,99715.0,2.59,2.69,2.38,36.6,35.2,37.9
241,Michigan_2009,3053,89.6,7803120.0,1400362.0,62007.0,238199.0,2604.0,147029.0,230319.0,3872508.0,1079678.0,1307449.0,603482.0,504315.0,234074.0,88972.0,54538.0,2.49,2.57,2.29,38.9,37.6,40.0
242,Wisconsin_2009,860,90.0,4902067.0,359148.0,54526.0,129234.0,1827.0,135867.0,104317.0,2279768.0,642507.0,817250.0,339536.0,284532.0,124387.0,44504.0,27052.0,2.43,2.56,2.16,38.5,37.3,39.6
243,Minnesota_2009,0,89.2,4524062.0,274412.0,60916.0,214234.0,2156.0,103000.0,125145.0,2087227.0,584008.0,724386.0,307794.0,274621.0,123002.0,44258.0,29158.0,2.48,2.59,2.16,37.4,36.3,38.4
244,Missouri_2009,774,87.8,4958770.0,693391.0,27376.0,98083.0,6261.0,80457.0,124589.0,2375611.0,672276.0,822516.0,370462.0,296548.0,134977.0,49861.0,28971.0,2.45,2.54,2.25,37.9,36.5,39.2
245,North Dakota_2009,108,93.6,605449.0,7960.0,36591.0,6909.0,320.0,3509.0,11853.0,281192.0,88563.0,102531.0,38513.0,30558.0,13982.0,4700.0,2345.0,2.3,2.48,1.96,37.0,35.5,38.7
246,South Dakota_2009,55,87.3,699392.0,10207.0,71817.0,7610.0,394.0,7477.0,17283.0,322282.0,94638.0,115675.0,44573.0,37271.0,18648.0,7013.0,4464.0,2.42,2.53,2.18,36.9,35.6,38.2
247,Kansas_2009,481,92.0,2391044.0,167864.0,28150.0,67762.0,2238.0,110127.0,85933.0,1112096.0,309338.0,382396.0,166121.0,140905.0,70093.0,27289.0,15954.0,2.49,2.6,2.27,36.0,34.7,37.4
248,Delaware_2009,47,91.0,618617.0,191814.0,4181.0,28549.0,400.0,30519.0,23854.0,342297.0,87496.0,117500.0,56966.0,45778.0,20945.0,8164.0,5448.0,2.55,2.58,2.48,38.8,37.4,40.1
249,Virginia_2009,1489,86.7,5486852.0,1551399.0,29225.0,439890.0,5980.0,254278.0,233400.0,3056058.0,795117.0,1024641.0,520503.0,420101.0,182216.0,69216.0,44264.0,2.54,2.6,2.41,37.5,36.1,38.7
250,West Virginia_2009,682,86.9,1739988.0,63124.0,3787.0,12406.0,428.0,6119.0,27142.0,763831.0,217308.0,278337.0,124879.0,89437.0,35982.0,11812.0,6076.0,2.36,2.43,2.18,41.3,40.1,42.6
251,South Carolina_2009,886,88.3,3060000.0,1290684.0,19524.0,59051.0,2706.0,113464.0,79935.0,1801181.0,477894.0,623419.0,304098.0,231903.0,103014.0,37833.0,23020.0,2.49,2.51,2.45,37.9,36.4,39.2
252,Florida_2009,1735,92.9,14109162.0,2999862.0,71458.0,454821.0,12286.0,681144.0,472577.0,7420802.0,2021781.0,2643162.0,1152686.0,900377.0,419230.0,168395.0,115171.0,2.48,2.47,2.49,40.7,39.4,42.1
253,Alabama_2009,1113,93.4,3275394.0,1251311.0,28218.0,53595.0,3057.0,96910.0,71251.0,1883791.0,516696.0,632291.0,322941.0,245326.0,106771.0,37510.0,22256.0,2.48,2.52,2.37,37.9,36.4,39.1
254,Mississippi_2009,14,91.7,1754684.0,1098385.0,15030.0,25742.0,1187.0,38162.0,34107.0,1115768.0,293807.0,356795.0,194682.0,150650.0,72933.0,27883.0,19018.0,2.58,2.6,2.53,36.0,34.5,37.5
255,Arkansas_2009,777,85.0,2245229.0,449895.0,22248.0,36102.0,5863.0,99571.0,57010.0,1147084.0,310792.0,402111.0,186450.0,142819.0,65311.0,24496.0,15105.0,2.47,2.51,2.4,37.4,36.1,38.7
256,Louisiana_2009,72,95.3,2836192.0,1452396.0,30579.0,70132.0,1963.0,69227.0,72883.0,1728360.0,464334.0,553276.0,301380.0,231047.0,110627.0,41476.0,26220.0,2.55,2.61,2.43,35.8,34.5,37.2
257,Texas_2009,7839,91.2,17701552.0,2979598.0,170972.0,964596.0,21656.0,2628186.0,679001.0,8922933.0,2163266.0,2703417.0,1482329.0,1312995.0,716376.0,310605.0,233945.0,2.75,2.87,2.54,33.6,32.6,34.6
258,Montana_2009,336,77.5,884961.0,4027.0,62555.0,6253.0,668.0,5975.0,24976.0,409607.0,121775.0,153975.0,57046.0,44407.0,20466.0,7563.0,4375.0,2.35,2.42,2.18,39.8,38.8,41.0
259,Wyoming_2009,11,87.0,511279.0,4748.0,13336.0,4426.0,427.0,17049.0,12361.0,226879.0,63480.0,83568.0,33043.0,26654.0,12444.0,4825.0,2865.0,2.42,2.5,2.26,36.8,36.0,37.7
260,Colorado_2009,874,83.2,4089202.0,201737.0,56010.0,139028.0,6623.0,364140.0,172456.0,1972868.0,550794.0,673027.0,301196.0,256692.0,115994.0,45650.0,29515.0,2.49,2.57,2.34,36.1,35.1,37.1
261,New Mexico_2009,219,89.8,1407876.0,42550.0,193222.0,28208.0,1810.0,308503.0,77010.0,791395.0,221347.0,260244.0,121352.0,98041.0,52997.0,21845.0,15569.0,2.55,2.6,2.43,36.7,35.3,38.0
