,state,n_outbreaks,perc_vacc,white_alone,black_alone,AI_AN_alone,asian_alone,PI_alone,other_race_alone,mult_races,total_households,1_person_household,2_person_household,3_person_household,4_person_household,5_person_household,6_person_household,7_more_person_household,total_avg_size,owner_avg_size,renter_avg_size,avg_age,avg_age_male,avg_age_female
28,Virginia_2001,592,82.2,5120110.0,1390293.0,21172.0,261025.0,3946.0,138900.0,143069.0,2699173.0,676907.0,909785.0,481924.0,389204.0,157215.0,53514.0,30624.0,2.54,2.62,2.36,35.7,34.5,36.8
29,West Virginia_2001,2024,75.2,1718777.0,57232.0,3606.0,9434.0,400.0,3107.0,15788.0,736481.0,199587.0,259239.0,132860.0,96168.0,34636.0,9820.0,4171.0,2.4,2.47,2.17,38.9,37.5,40.2
30,South Carolina_2001,83,79.2,2695560.0,1185216.0,13718.0,36014.0,1628.0,39926.0,39950.0,1533854.0,383142.0,521599.0,276789.0,217449.0,88982.0,29387.0,16506.0,2.53,2.59,2.37,35.4,34.0,36.7
31,Tennessee_2001,123,80.3,4563310.0,932809.0,15152.0,56662.0,2205.0,56036.0,63109.0,2232905.0,576401.0,766259.0,404608.0,307454.0,119216.0,37845.0,21122.0,2.48,2.57,2.29,35.9,34.5,37.2
32,Louisiana_2001,102,70.9,2856161.0,1451944.0,25477.0,54758.0,1240.0,31131.0,48265.0,1656053.0,419200.0,511428.0,301865.0,244615.0,113491.0,40278.0,25176.0,2.62,2.7,2.44,34.0,32.6,35.3
33,Texas_2001,6964,83.3,14799505.0,2404566.0,118362.0,562319.0,14434.0,2438001.0,514633.0,7393354.0,1752141.0,2258060.0,1264381.0,1128749.0,577708.0,236233.0,176082.0,2.74,2.87,2.53,32.3,31.3,33.4
34,Utah_2001,147,69.3,1992975.0,17657.0,29684.0,37108.0,15145.0,93405.0,47195.0,701281.0,124756.0,202904.0,115417.0,111697.0,71395.0,42686.0,32426.0,3.13,3.28,2.75,27.1,26.7,27.7
35,Maine_2003,146,81.0,1236014.0,6760.0,7098.0,9111.0,382.0,2911.0,12647.0,518200.0,139969.0,190804.0,82223.0,69418.0,25602.0,7253.0,2931.0,2.39,2.54,2.03,38.6,37.6,39.6
36,Vermont_2003,149,71.2,589208.0,3063.0,2420.0,5217.0,141.0,1443.0,7335.0,240634.0,63112.0,86630.0,38195.0,34431.0,12915.0,3744.0,1607.0,2.44,2.58,2.11,37.7,36.6,38.7
37,Massachusetts_2003,1093,89.1,5367286.0,343454.0,15015.0,238124.0,2489.0,236724.0,146005.0,2443580.0,684345.0,774129.0,400166.0,353184.0,154831.0,50905.0,26020.0,2.51,2.72,2.17,36.5,35.4,37.7
38,Rhode Island_2003,9,90.7,891191.0,46908.0,5121.0,23665.0,567.0,52616.0,28251.0,408424.0,116678.0,130732.0,67356.0,57638.0,24253.0,7804.0,3963.0,2.47,2.66,2.19,36.7,35.4,38.0
39,Connecticut_2003,1699,93.2,2780355.0,309843.0,9639.0,82313.0,1366.0,147201.0,74848.0,1301670.0,344224.0,424186.0,215349.0,194395.0,83585.0,26564.0,13367.0,2.53,2.67,2.25,37.4,36.1,38.6
40,Ohio_2003,1653,81.5,9645453.0,1301307.0,24486.0,132633.0,2749.0,88627.0,157885.0,4445773.0,1215614.0,1484469.0,729645.0,612614.0,269997.0,88970.0,44464.0,2.49,2.62,2.19,36.2,34.9,37.5
41,Illinois_2003,0,77.8,9125471.0,1876875.0,31006.0,423603.0,4610.0,722712.0,235016.0,4591779.0,1229807.0,1412418.0,734189.0,660575.0,330510.0,128726.0,95554.0,2.63,2.76,2.37,34.7,33.3,36.0
42,Michigan_2003,6600,88.8,7966053.0,1412742.0,58479.0,176510.0,2692.0,129552.0,192416.0,3785661.0,993607.0,1247892.0,610868.0,542690.0,249366.0,89020.0,52218.0,2.56,2.67,2.24,35.5,34.3,36.6
43,Wisconsin_2003,2221,84.4,4769857.0,304460.0,47228.0,88763.0,1630.0,84842.0,66895.0,2084544.0,557875.0,721452.0,320561.0,290716.0,127921.0,42270.0,23749.0,2.5,2.66,2.15,36.0,35.0,37.1
44,Missouri_2003,3,83.9,4748083.0,629391.0,25076.0,61595.0,3178.0,45827.0,82061.0,2194594.0,599808.0,745803.0,355321.0,298735.0,129318.0,43052.0,22557.0,2.48,2.59,2.2,36.1,34.8,37.4
45,North Dakota_2003,15,71.8,593181.0,3916.0,31329.0,3606.0,230.0,2540.0,7398.0,257152.0,75420.0,89355.0,37103.0,33279.0,15368.0,4633.0,1994.0,2.41,2.6,2.02,36.2,34.8,37.5
46,Virginia_2003,540,87.0,5120110.0,1390293.0,21172.0,261025.0,3946.0,138900.0,143069.0,2699173.0,676907.0,909785.0,481924.0,389204.0,157215.0,53514.0,30624.0,2.54,2.62,2.36,35.7,34.5,36.8
47,West Virginia_2003,1421,76.5,1718777.0,57232.0,3606.0,9434.0,400.0,3107.0,15788.0,736481.0,199587.0,259239.0,132860.0,96168.0,34636.0,9820.0,4171.0,2.4,2.47,2.17,38.9,37.5,40.2
48,South Carolina_2003,66,86.0,2695560.0,1185216.0,13718.0,36014.0,1628.0,39926.0,39950.0,1533854.0,383142.0,521599.0,276789.0,217449.0,88982.0,29387.0,16506.0,2.53,2.59,2.37,35.4,34.0,36.7
49,Louisiana_2003,59,83.3,2856161.0,1451944.0,25477.0,54758.0,1240.0,31131.0,48265.0,1656053.0,419200.0,511428.0,301865.0,244615.0,113491.0,40278.0,25176.0,2.62,2.7,2.44,34.0,32.6,35.3
50,Oklahoma_2003,0,83.9,2628434.0,260968.0,273230.0,46767.0,2372.0,82898.0,155985.0,1342293.0,358560.0,461285.0,220501.0,180902.0,79508.0,27003.0,14534.0,2.49,2.55,2.36,35.5,33.9,36.9
51,Texas_2003,5741,87.6,14799505.0,2404566.0,118362.0,562319.0,14434.0,2438001.0,514633.0,7393354.0,1752141.0,2258060.0,1264381.0,1128749.0,577708.0,236233.0,176082.0,2.74,2.87,2.53,32.3,31.3,33.4
52,Idaho_2003,3,72.8,1177304.0,5456.0,17645.0,11889.0,1308.0,54742.0,25609.0,469645.0,105175.0,163482.0,74571.0,67421.0,33851.0,15609.0,9536.0,2.69,2.75,2.52,33.2,32.2,34.2
53,Arizona_2003,951,81.5,3873611.0,158873.0,255879.0,92236.0,6733.0,596774.0,146526.0,1901327.0,472006.0,665357.0,281032.0,246143.0,130223.0,58202.0,48364.0,2.64,2.69,2.53,34.2,32.9,35.5
54,Utah_2003,92,79.0,1992975.0,17657.0,29684.0,37108.0,15145.0,93405.0,47195.0,701281.0,124756.0,202904.0,115417.0,111697.0,71395.0,42686.0,32426.0,3.13,3.28,2.75,27.1,26.7,27.7
55,Nevada_2003,2,78.1,1501886.0,135477.0,26420.0,90266.0,8426.0,159354.0,76428.0,751165.0,186745.0,259230.0,120525.0,96759.0,49735.0,21522.0,16649.0,2.62,2.71,2.47,35.0,34.5,35.6
56,Oregon_2003,0,87.0,2961623.0,55662.0,45211.0,101350.0,7976.0,144832.0,104745.0,1333723.0,347624.0,479843.0,205466.0,174236.0,76944.0,29188.0,20422.0,2.51,2.59,2.36,36.3,35.1,37.5
57,Hawaii_2003,0,89.6,294102.0,22003.0,3535.0,503868.0,113539.0,15147.0,259343.0,403240.0,88153.0,119631.0,71878.0,59999.0,31598.0,15291.0,16690.0,2.92,3.07,2.71,36.2,35.1,37.4
58,Maine_2004,1012,83.8,1236014.0,6760.0,7098.0,9111.0,382.0,2911.0,12647.0,518200.0,139969.0,190804.0,82223.0,69418.0,25602.0,7253.0,2931.0,2.39,2.54,2.03,38.6,37.6,39.6
59,New Hampshire_2004,0,85.6,1186851.0,9035.0,2964.0,15931.0,371.0,7420.0,13214.0,474606.0,116014.0,165660.0,78486.0,73491.0,28656.0,8533.0,3766.0,2.53,2.7,2.14,37.1,36.4,37.8
60,Vermont_2004,930,72.8,589208.0,3063.0,2420.0,5217.0,141.0,1443.0,7335.0,240634.0,63112.0,86630.0,38195.0,34431.0,12915.0,3744.0,1607.0,2.44,2.58,2.11,37.7,36.6,38.7
61,Massachusetts_2004,1993,90.6,5367286.0,343454.0,15015.0,238124.0,2489.0,236724.0,146005.0,2443580.0,684345.0,774129.0,400166.0,353184.0,154831.0,50905.0,26020.0,2.51,2.72,2.17,36.5,35.4,37.7
62,Rhode Island_2004,5,91.7,891191.0,46908.0,5121.0,23665.0,567.0,52616.0,28251.0,408424.0,116678.0,130732.0,67356.0,57638.0,24253.0,7804.0,3963.0,2.47,2.66,2.19,36.7,35.4,38.0
63,Connecticut_2004,1582,92.7,2780355.0,309843.0,9639.0,82313.0,1366.0,147201.0,74848.0,1301670.0,344224.0,424186.0,215349.0,194395.0,83585.0,26564.0,13367.0,2.53,2.67,2.25,37.4,36.1,38.6
64,New York_2004,0,89.1,12893689.0,3014385.0,82461.0,1044976.0,8818.0,1341946.0,590182.0,7056860.0,1982742.0,2090988.0,1156940.0,1000421.0,491090.0,193809.0,140870.0,2.61,2.78,2.41,35.9,34.5,37.2
65,New Jersey_2004,0,86.8,6104705.0,1141821.0,19492.0,480276.0,3329.0,450972.0,213755.0,3064645.0,751287.0,927529.0,531620.0,490510.0,229192.0,82308.0,52199.0,2.68,2.81,2.43,36.7,35.5,38.0
66,Pennsylvania_2004,43,91.9,10484203.0,1224612.0,18348.0,219813.0,3417.0,188437.0,142224.0,4777003.0,1320941.0,1587227.0,783820.0,659158.0,282655.0,93457.0,49745.0,2.48,2.62,2.12,38.0,36.5,39.4
67,Ohio_2004,1302,84.2,9645453.0,1301307.0,24486.0,132633.0,2749.0,88627.0,157885.0,4445773.0,1215614.0,1484469.0,729645.0,612614.0,269997.0,88970.0,44464.0,2.49,2.62,2.19,36.2,34.9,37.5
68,Indiana_2004,0,80.3,5320022.0,510034.0,15815.0,59126.0,2005.0,97811.0,75672.0,2336306.0,605428.0,789585.0,388830.0,332367.0,145953.0,48453.0,25690.0,2.53,2.64,2.24,35.2,33.9,36.5
69,Illinois_2004,0,85.9,9125471.0,1876875.0,31006.0,423603.0,4610.0,722712.0,235016.0,4591779.0,1229807.0,1412418.0,734189.0,660575.0,330510.0,128726.0,95554.0,2.63,2.76,2.37,34.7,33.3,36.0
70,Michigan_2004,4171,88.0,7966053.0,1412742.0,58479.0,176510.0,2692.0,129552.0,192416.0,3785661.0,993607.0,1247892.0,610868.0,542690.0,249366.0,89020.0,52218.0,2.56,2.67,2.24,35.5,34.3,36.6
71,Wisconsin_2004,1011,88.6,4769857.0,304460.0,47228.0,88763.0,1630.0,84842.0,66895.0,2084544.0,557875.0,721452.0,320561.0,290716.0,127921.0,42270.0,23749.0,2.5,2.66,2.15,36.0,35.0,37.1
72,Missouri_2004,1,85.1,4748083.0,629391.0,25076.0,61595.0,3178.0,45827.0,82061.0,2194594.0,599808.0,745803.0,355321.0,298735.0,129318.0,43052.0,22557.0,2.48,2.59,2.2,36.1,34.8,37.4
73,North Dakota_2004,102,79.6,593181.0,3916.0,31329.0,3606.0,230.0,2540.0,7398.0,257152.0,75420.0,89355.0,37103.0,33279.0,15368.0,4633.0,1994.0,2.41,2.6,2.02,36.2,34.8,37.5
74,South Dakota_2004,0,79.4,669404.0,4685.0,62283.0,4378.0,261.0,3677.0,10156.0,290245.0,80040.0,100176.0,42498.0,38260.0,18500.0,6593.0,4178.0,2.5,2.64,2.22,35.6,34.4,36.7
75,Kansas_2004,0,77.8,2313944.0,154198.0,24936.0,46806.0,1313.0,90725.0,56496.0,1037891.0,280387.0,352305.0,159448.0,143148.0,67024.0,23235.0,12344.0,2.51,2.63,2.25,35.2,33.7,36.5
76,Delaware_2004,29,87.6,584773.0,150666.0,2731.0,16259.0,283.0,15855.0,13033.0,298736.0,74639.0,102181.0,51537.0,42582.0,18127.0,6177.0,3493.0,2.54,2.61,2.37,36.0,34.9,37.1
77,Maryland_2004,1,90.2,3391308.0,1477411.0,15423.0,210929.0,2303.0,95525.0,103587.0,1980859.0,495459.0,630761.0,350863.0,296435.0,131226.0,47468.0,28647.0,2.61,2.73,2.35,36.0,34.9,37.0
78,Virginia_2004,682,88.4,5120110.0,1390293.0,21172.0,261025.0,3946.0,138900.0,143069.0,2699173.0,676907.0,909785.0,481924.0,389204.0,157215.0,53514.0,30624.0,2.54,2.62,2.36,35.7,34.5,36.8
79,West Virginia_2004,1330,81.7,1718777.0,57232.0,3606.0,9434.0,400.0,3107.0,15788.0,736481.0,199587.0,259239.0,132860.0,96168.0,34636.0,9820.0,4171.0,2.4,2.47,2.17,38.9,37.5,40.2
80,South Carolina_2004,336,90.2,2695560.0,1185216.0,13718.0,36014.0,1628.0,39926.0,39950.0,1533854.0,383142.0,521599.0,276789.0,217449.0,88982.0,29387.0,16506.0,2.53,2.59,2.37,35.4,34.0,36.7
81,Tennessee_2004,0,89.0,4563310.0,932809.0,15152.0,56662.0,2205.0,56036.0,63109.0,2232905.0,576401.0,766259.0,404608.0,307454.0,119216.0,37845.0,21122.0,2.48,2.57,2.29,35.9,34.5,37.2
82,Alabama_2004,0,89.9,3162808.0,1155930.0,22430.0,31346.0,1409.0,28998.0,44179.0,1737080.0,453898.0,579336.0,314914.0,245212.0,97142.0,30509.0,16069.0,2.49,2.57,2.3,35.8,34.4,37.2
83,Mississippi_2004,0,90.6,1746099.0,1033809.0,11652.0,18626.0,667.0,13784.0,20021.0,1046434.0,257708.0,327377.0,194171.0,155180.0,70292.0,25324.0,16382.0,2.63,2.67,2.52,33.8,32.2,35.3
84,Arkansas_2004,0,94.0,2138598.0,418950.0,17808.0,20220.0,1668.0,40412.0,35744.0,1042696.0,266585.0,366274.0,179996.0,140590.0,58463.0,19536.0,11252.0,2.49,2.54,2.4,36.0,34.6,37.4
85,Louisiana_2004,16,82.2,2856161.0,1451944.0,25477.0,54758.0,1240.0,31131.0,48265.0,1656053.0,419200.0,511428.0,301865.0,244615.0,113491.0,40278.0,25176.0,2.62,2.7,2.44,34.0,32.6,35.3
86,Texas_2004,5465,84.8,14799505.0,2404566.0,118362.0,562319.0,14434.0,2438001.0,514633.0,7393354.0,1752141.0,2258060.0,1264381.0,1128749.0,577708.0,236233.0,176082.0,2.74,2.87,2.53,32.3,31.3,33.4
87,Montana_2004,0,74.9,817229.0,2692.0,56068.0,4691.0,470.0,5315.0,15730.0,358667.0,98422.0,129144.0,53287.0,46401.0,20372.0,7106.0,3935.0,2.45,2.55,2.22,37.5,36.6,38.5
88,Idaho_2004,0,77.1,1177304.0,5456.0,17645.0,11889.0,1308.0,54742.0,25609.0,469645.0,105175.0,163482.0,74571.0,67421.0,33851.0,15609.0,9536.0,2.69,2.75,2.52,33.2,32.2,34.2
89,Wyoming_2004,113,70.4,454670.0,3722.0,11133.0,2771.0,302.0,12301.0,8883.0,193608.0,50980.0,69405.0,30028.0,25786.0,11435.0,3906.0,2068.0,2.48,2.58,2.25,36.2,35.3,37.1
90,New Mexico_2004,7,87.5,1214253.0,34343.0,173483.0,19255.0,1503.0,309882.0,66327.0,677971.0,172181.0,219502.0,110766.0,95632.0,47658.0,19179.0,13053.0,2.63,2.72,2.41,34.6,33.4,35.6
91,Utah_2004,762,84.7,1992975.0,17657.0,29684.0,37108.0,15145.0,93405.0,47195.0,701281.0,124756.0,202904.0,115417.0,111697.0,71395.0,42686.0,32426.0,3.13,3.28,2.75,27.1,26.7,27.7
92,Nevada_2004,0,80.7,1501886.0,135477.0,26420.0,90266.0,8426.0,159354.0,76428.0,751165.0,186745.0,259230.0,120525.0,96759.0,49735.0,21522.0,16649.0,2.62,2.71,2.47,35.0,34.5,35.6
93,Alaska_2004,0,76.5,434534.0,21787.0,98043.0,25116.0,3309.0,9997.0,34146.0,221600.0,52060.0,68032.0,38104.0,34348.0,16714.0,6993.0,5349.0,2.74,2.89,2.49,32.4,32.4,32.5
94,Hawaii_2004,0,91.7,294102.0,22003.0,3535.0,503868.0,113539.0,15147.0,259343.0,403240.0,88153.0,119631.0,71878.0,59999.0,31598.0,15291.0,16690.0,2.92,3.07,2.71,36.2,35.1,37.4
95,Maine_2005,363,84.2,1236014.0,6760.0,7098.0,9111.0,382.0,2911.0,12647.0,518200.0,139969.0,190804.0,82223.0,69418.0,25602.0,7253.0,2931.0,2.39,2.54,2.03,38.6,37.6,39.6
96,New Hampshire_2005,0,82.9,1186851.0,9035.0,2964.0,15931.0,371.0,7420.0,13214.0,474606.0,116014.0,165660.0,78486.0,73491.0,28656.0,8533.0,3766.0,2.53,2.7,2.14,37.1,36.4,37.8
97,Vermont_2005,413,68.5,589208.0,3063.0,2420.0,5217.0,141.0,1443.0,7335.0,240634.0,63112.0,86630.0,38195.0,34431.0,12915.0,3744.0,1607.0,2.44,2.58,2.11,37.7,36.6,38.7
98,Massachusetts_2005,2656,95.4,5367286.0,343454.0,15015.0,238124.0,2489.0,236724.0,146005.0,2443580.0,684345.0,774129.0,400166.0,353184.0,154831.0,50905.0,26020.0,2.51,2.72,2.17,36.5,35.4,37.7
99,Rhode Island_2005,0,96.2,891191.0,46908.0,5121.0,23665.0,567.0,52616.0,28251.0,408424.0,116678.0,130732.0,67356.0,57638.0,24253.0,7804.0,3963.0,2.47,2.66,2.19,36.7,35.4,38.0
100,Connecticut_2005,1902,91.0,2780355.0,309843.0,9639.0,82313.0,1366.0,147201.0,74848.0,1301670.0,344224.0,424186.0,215349.0,194395.0,83585.0,26564.0,13367.0,2.53,2.67,2.25,37.4,36.1,38.6
101,New Jersey_2005,0,83.8,6104705.0,1141821.0,19492.0,480276.0,3329.0,450972.0,213755.0,3064645.0,751287.0,927529.0,531620.0,490510.0,229192.0,82308.0,52199.0,2.68,2.81,2.43,36.7,35.5,38.0
102,Pennsylvania_2005,80,89.2,10484203.0,1224612.0,18348.0,219813.0,3417.0,188437.0,142224.0,4777003.0,1320941.0,1587227.0,783820.0,659158.0,282655.0,93457.0,49745.0,2.48,2.62,2.12,38.0,36.5,39.4
103,Ohio_2005,1663,86.3,9645453.0,1301307.0,24486.0,132633.0,2749.0,88627.0,157885.0,4445773.0,1215614.0,1484469.0,729645.0,612614.0,269997.0,88970.0,44464.0,2.49,2.62,2.19,36.2,34.9,37.5
104,Indiana_2005,81,82.8,5320022.0,510034.0,15815.0,59126.0,2005.0,97811.0,75672.0,2336306.0,605428.0,789585.0,388830.0,332367.0,145953.0,48453.0,25690.0,2.53,2.64,2.24,35.2,33.9,36.5
105,Illinois_2005,6297,86.3,9125471.0,1876875.0,31006.0,423603.0,4610.0,722712.0,235016.0,4591779.0,1229807.0,1412418.0,734189.0,660575.0,330510.0,128726.0,95554.0,2.63,2.76,2.37,34.7,33.3,36.0
106,Michigan_2005,4240,93.4,7966053.0,1412742.0,58479.0,176510.0,2692.0,129552.0,192416.0,3785661.0,993607.0,1247892.0,610868.0,542690.0,249366.0,89020.0,52218.0,2.56,2.67,2.24,35.5,34.3,36.6
107,Wisconsin_2005,734,87.0,4769857.0,304460.0,47228.0,88763.0,1630.0,84842.0,66895.0,2084544.0,557875.0,721452.0,320561.0,290716.0,127921.0,42270.0,23749.0,2.5,2.66,2.15,36.0,35.0,37.1
108,Iowa_2005,0,83.4,2748640.0,61853.0,8989.0,36635.0,1009.0,37420.0,31778.0,1149276.0,313083.0,408869.0,170849.0,154338.0,69584.0,22161.0,10392.0,2.46,2.57,2.15,36.6,35.2,38.0
109,Missouri_2005,5,87.9,4748083.0,629391.0,25076.0,61595.0,3178.0,45827.0,82061.0,2194594.0,599808.0,745803.0,355321.0,298735.0,129318.0,43052.0,22557.0,2.48,2.59,2.2,36.1,34.8,37.4
110,North Dakota_2005,85,87.2,593181.0,3916.0,31329.0,3606.0,230.0,2540.0,7398.0,257152.0,75420.0,89355.0,37103.0,33279.0,15368.0,4633.0,1994.0,2.41,2.6,2.02,36.2,34.8,37.5
111,South Dakota_2005,99,85.7,669404.0,4685.0,62283.0,4378.0,261.0,3677.0,10156.0,290245.0,80040.0,100176.0,42498.0,38260.0,18500.0,6593.0,4178.0,2.5,2.64,2.22,35.6,34.4,36.7
112,Kansas_2005,0,81.5,2313944.0,154198.0,24936.0,46806.0,1313.0,90725.0,56496.0,1037891.0,280387.0,352305.0,159448.0,143148.0,67024.0,23235.0,12344.0,2.51,2.63,2.25,35.2,33.7,36.5
113,Delaware_2005,5,89.5,584773.0,150666.0,2731.0,16259.0,283.0,15855.0,13033.0,298736.0,74639.0,102181.0,51537.0,42582.0,18127.0,6177.0,3493.0,2.54,2.61,2.37,36.0,34.9,37.1
114,Virginia_2005,1240,89.9,5120110.0,1390293.0,21172.0,261025.0,3946.0,138900.0,143069.0,2699173.0,676907.0,909785.0,481924.0,389204.0,157215.0,53514.0,30624.0,2.54,2.62,2.36,35.7,34.5,36.8
115,West Virginia_2005,1309,81.1,1718777.0,57232.0,3606.0,9434.0,400.0,3107.0,15788.0,736481.0,199587.0,259239.0,132860.0,96168.0,34636.0,9820.0,4171.0,2.4,2.47,2.17,38.9,37.5,40.2
116,South Carolina_2005,528,87.4,2695560.0,1185216.0,13718.0,36014.0,1628.0,39926.0,39950.0,1533854.0,383142.0,521599.0,276789.0,217449.0,88982.0,29387.0,16506.0,2.53,2.59,2.37,35.4,34.0,36.7
117,Alabama_2005,54,93.5,3162808.0,1155930.0,22430.0,31346.0,1409.0,28998.0,44179.0,1737080.0,453898.0,579336.0,314914.0,245212.0,97142.0,30509.0,16069.0,2.49,2.57,2.3,35.8,34.4,37.2
118,Mississippi_2005,0,88.4,1746099.0,1033809.0,11652.0,18626.0,667.0,13784.0,20021.0,1046434.0,257708.0,327377.0,194171.0,155180.0,70292.0,25324.0,16382.0,2.63,2.67,2.52,33.8,32.2,35.3
119,Arkansas_2005,0,85.9,2138598.0,418950.0,17808.0,20220.0,1668.0,40412.0,35744.0,1042696.0,266585.0,366274.0,179996.0,140590.0,58463.0,19536.0,11252.0,2.49,2.54,2.4,36.0,34.6,37.4
120,Louisiana_2005,57,89.0,2856161.0,1451944.0,25477.0,54758.0,1240.0,31131.0,48265.0,1656053.0,419200.0,511428.0,301865.0,244615.0,113491.0,40278.0,25176.0,2.62,2.7,2.44,34.0,32.6,35.3
121,Oklahoma_2005,0,85.8,2628434.0,260968.0,273230.0,46767.0,2372.0,82898.0,155985.0,1342293.0,358560.0,461285.0,220501.0,180902.0,79508.0,27003.0,14534.0,2.49,2.55,2.36,35.5,33.9,36.9
122,Texas_2005,8544,88.9,14799505.0,2404566.0,118362.0,562319.0,14434.0,2438001.0,514633.0,7393354.0,1752141.0,2258060.0,1264381.0,1128749.0,577708.0,236233.0,176082.0,2.74,2.87,2.53,32.3,31.3,33.4
123,Idaho_2005,0,77.4,1177304.0,5456.0,17645.0,11889.0,1308.0,54742.0,25609.0,469645.0,105175.0,163482.0,74571.0,67421.0,33851.0,15609.0,9536.0,2.69,2.75,2.52,33.2,32.2,34.2
124,Wyoming_2005,57,77.2,454670.0,3722.0,11133.0,2771.0,302.0,12301.0,8883.0,193608.0,50980.0,69405.0,30028.0,25786.0,11435.0,3906.0,2068.0,2.48,2.58,2.25,36.2,35.3,37.1
125,Colorado_2005,2040,87.2,3560005.0,165063.0,44241.0,95213.0,4621.0,309931.0,122187.0,1658238.0,435778.0,564662.0,264228.0,233303.0,100380.0,36483.0,23404.0,2.53,2.64,2.3,34.3,33.2,35.4
126,Arizona_2005,0,83.6,3873611.0,158873.0,255879.0,92236.0,6733.0,596774.0,146526.0,1901327.0,472006.0,665357.0,281032.0,246143.0,130223.0,58202.0,48364.0,2.64,2.69,2.53,34.2,32.9,35.5
127,Utah_2005,471,81.2,1992975.0,17657.0,29684.0,37108.0,15145.0,93405.0,47195.0,701281.0,124756.0,202904.0,115417.0,111697.0,71395.0,42686.0,32426.0,3.13,3.28,2.75,27.1,26.7,27.7
128,Nevada_2005,0,84.4,1501886.0,135477.0,26420.0,90266.0,8426.0,159354.0,76428.0,751165.0,186745.0,259230.0,120525.0,96759.0,49735.0,21522.0,16649.0,2.62,2.71,2.47,35.0,34.5,35.6
129,Oregon_2005,0,76.2,2961623.0,55662.0,45211.0,101350.0,7976.0,144832.0,104745.0,1333723.0,347624.0,479843.0,205466.0,174236.0,76944.0,29188.0,20422.0,2.51,2.59,2.36,36.3,35.1,37.5
130,Alaska_2005,0,81.2,434534.0,21787.0,98043.0,25116.0,3309.0,9997.0,34146.0,221600.0,52060.0,68032.0,38104.0,34348.0,16714.0,6993.0,5349.0,2.74,2.89,2.49,32.4,32.4,32.5
131,Hawaii_2005,0,89.4,294102.0,22003.0,3535.0,503868.0,113539.0,15147.0,259343.0,403240.0,88153.0,119631.0,71878.0,59999.0,31598.0,15291.0,16690.0,2.92,3.07,2.71,36.2,35.1,37.4
132,Maine_2006,331,89.3,1236014.0,6760.0,7098.0,9111.0,382.0,2911.0,12647.0,518200.0,139969.0,190804.0,82223.0,69418.0,25602.0,7253.0,2931.0,2.39,2.54,2.03,38.6,37.6,39.6
133,New Hampshire_2006,337,86.3,1186851.0,9035.0,2964.0,15931.0,371.0,7420.0,13214.0,474606.0,116014.0,165660.0,78486.0,73491.0,28656.0,8533.0,3766.0,2.53,2.7,2.14,37.1,36.4,37.8
134,Vermont_2006,693,81.1,589208.0,3063.0,2420.0,5217.0,141.0,1443.0,7335.0,240634.0,63112.0,86630.0,38195.0,34431.0,12915.0,3744.0,1607.0,2.44,2.58,2.11,37.7,36.6,38.7
135,Massachusetts_2006,2214,93.5,5367286.0,343454.0,15015.0,238124.0,2489.0,236724.0,146005.0,2443580.0,684345.0,774129.0,400166.0,353184.0,154831.0,50905.0,26020.0,2.51,2.72,2.17,36.5,35.4,37.7
136,Connecticut_2006,5284,92.5,2780355.0,309843.0,9639.0,82313.0,1366.0,147201.0,74848.0,1301670.0,344224.0,424186.0,215349.0,194395.0,83585.0,26564.0,13367.0,2.53,2.67,2.25,37.4,36.1,38.6
137,Pennsylvania_2006,4752,88.9,10484203.0,1224612.0,18348.0,219813.0,3417.0,188437.0,142224.0,4777003.0,1320941.0,1587227.0,783820.0,659158.0,282655.0,93457.0,49745.0,2.48,2.62,2.12,38.0,36.5,39.4
138,Illinois_2006,106,85.3,9125471.0,1876875.0,31006.0,423603.0,4610.0,722712.0,235016.0,4591779.0,1229807.0,1412418.0,734189.0,660575.0,330510.0,128726.0,95554.0,2.63,2.76,2.37,34.7,33.3,36.0
139,Michigan_2006,3916,89.9,7966053.0,1412742.0,58479.0,176510.0,2692.0,129552.0,192416.0,3785661.0,993607.0,1247892.0,610868.0,542690.0,249366.0,89020.0,52218.0,2.56,2.67,2.24,35.5,34.3,36.6
140,Wisconsin_2006,492,88.4,4769857.0,304460.0,47228.0,88763.0,1630.0,84842.0,66895.0,2084544.0,557875.0,721452.0,320561.0,290716.0,127921.0,42270.0,23749.0,2.5,2.66,2.15,36.0,35.0,37.1
141,Minnesota_2006,0,82.7,4400282.0,171731.0,54967.0,141968.0,1979.0,65810.0,82742.0,1895127.0,509468.0,641694.0,283467.0,273585.0,123222.0,40228.0,23463.0,2.52,2.69,2.03,35.4,34.4,36.3
142,Missouri_2006,477,90.3,4748083.0,629391.0,25076.0,61595.0,3178.0,45827.0,82061.0,2194594.0,599808.0,745803.0,355321.0,298735.0,129318.0,43052.0,22557.0,2.48,2.59,2.2,36.1,34.8,37.4
143,North Dakota_2006,82,88.9,593181.0,3916.0,31329.0,3606.0,230.0,2540.0,7398.0,257152.0,75420.0,89355.0,37103.0,33279.0,15368.0,4633.0,1994.0,2.41,2.6,2.02,36.2,34.8,37.5
144,South Dakota_2006,136,82.8,669404.0,4685.0,62283.0,4378.0,261.0,3677.0,10156.0,290245.0,80040.0,100176.0,42498.0,38260.0,18500.0,6593.0,4178.0,2.5,2.64,2.22,35.6,34.4,36.7
